# 3DO audio durations for Sherlock Serrated Scalpel talkie mode
# Format: filename duration_ms (space or tab separated)
# filename is without .stream extension
ser32baa 3450
ser32bab 15260
ser32caa 6410
ser32cab 5780
ser32cac 5150
ser32cad 9160
ser32cae 2540
ser32caf 12160
ser32cba 2210
ser32cbb 6620
ser32cbc 2180
ser32cbd 3410
ser32cca 3640
ser32ccb 6220
ser32ccc 3640
ser32ccd 4210
ser32cda 5920
ser32cdb 18320
ser32cdc 3480
ser32cdd 4210
ser32cea 1580
ser32ceb 1880
snd33aaa 7580
snd33aab 7090
snd33aba 10450
snd33abb 6880
snd33aca 4610
snd33acb 5960
snd33ada 6440
snd33adb 9580
snd33adc 3780
snd33add 12780
snd33aea 5090
snd33aeb 3480
snd33baa 2420
snd33bab 7750
snd33bba 6360
snd33bbb 4550
snd33bbc 3380
snd33bbd 7650
snd33bbe 5590
snd33bbf 4750
snd33bca 3190
snd33bcb 13250
snd33bcc 2020
snd33bcd 12490
snd33bce 5350
snd33bcf 19630
snd33bcg 3670
snd33bch 7780
snd33bda 4110
snd33bdb 12450
snd33caa 2720
snd33xaa 8250
snd33xab 2020
snd33xac 23860
snd33yaa 18390
snd33yab 12330
snd33zaa 14750
snd33zba 4610
sou19aaa 3670
sou19aab 15330
sou19aac 3480
sou19aba 5450
sou19abb 13790
sou19aca 4950
sou19acb 10360
sou19ada 3150
sou19adb 19030
sou19adc 3600
sou19add 5590
sou19aea 3520
sou19aeb 3200
uh126aaa 3380
uh126aab 7780
uh126aba 2790
uh126abb 9420
uh126yaa 9790
uh126zaa 2940
uh226aaa 4280
uh226aab 5680
uh226aba 2180
uh226abb 5210
uh226aca 2180
uh226acb 5280
uh226ada 1850
uh226adb 11130
uh226aea 6080
uh226aeb 14750
uh226zaa 5520
uh226zba 6550
vol35aaa 7710
vol35aab 6440
vol35aac 17000
vol35aba 3640
vol35abb 6080
vol35abc 16490
vol35aca 2580
vol35acb 6720
vol35ada 2650
vol35adb 7090
vol35aea 3010
vol35aeb 26660
vol35aec 2180
vol35aed 2680
vol35afa 6720
vol35afb 10880
vol35aga 3270
vol35agb 4650
vol35agc 2420
vol35agd 13150
vol35aha 2540
vol35ahb 4950
vol35ahc 5920
vol35ahd 10360
vol35ahe 3990
vol35aia 9420
vol35aib 6480
vol35aic 3190
vol35aid 5990
vol35aja 1950
